,Unnamed: 0,checking?,solute,solute SMILES,computed CAS,computed IUPAC,solvent,solvent SMILES,pka,ref
479,479,,3-CF3-C6H4CH(CN)2,no matches,-,-,MeCN,CC#N,14.72,a_unified_view_to_bronsted_acidity_scales.pdf
480,480,,(4-NC5F4)2CHCN,no matches,-,-,MeCN,CC#N,13.47,a_unified_view_to_bronsted_acidity_scales.pdf
481,481,,4-H-C6F4CH(CN)2,no matches,-,-,MeCN,CC#N,12.98,a_unified_view_to_bronsted_acidity_scales.pdf
482,482,,2-C10F7CH(CN)2,no matches,-,-,MeCN,CC#N,12.23,a_unified_view_to_bronsted_acidity_scales.pdf
483,483,,Bromothymol blue,CC1=C(C=C(C(=C1Br)O)C(C)C)C2(C3=CC=CC=C3S(=O)(=O)O2)C4=C(C(=C(C(=C4)C(C)C)O)Br)C,76-59-5,"2-bromo-4-[3-(3-bromo-4-hydroxy-2-methyl-5-propan-2-ylphenyl)-1,1-dioxo-2,1λ6-benzoxathiol-3-yl]-3-methyl-6-propan-2-ylphenol",MeCN,CC#N,11.7,a_unified_view_to_bronsted_acidity_scales.pdf
484,484,,Bromocresol green,CC1=C(C(=C(C=C1C2(C3=CC=CC=C3S(=O)(=O)O2)C4=CC(=C(C(=C4C)Br)O)Br)Br)O)Br,76-60-8,"2,6-dibromo-4-[3-(3,5-dibromo-4-hydroxy-2-methylphenyl)-1,1-dioxo-2,1λ6-benzoxathiol-3-yl]-3-methylphenol",MeCN,CC#N,11.0,a_unified_view_to_bronsted_acidity_scales.pdf
485,485,T,Picric acid,C1=C(C=C(C(=C1[N+](=O)[O-])O)[N+](=O)[O-])[N+](=O)[O-],88-89-1,"2,4,6-trinitrophenol",MeCN,CC#N,11.0,a_unified_view_to_bronsted_acidity_scales.pdf
486,486,T,HCl,Cl,7647-01-0,chlorane,MeCN,CC#N,10.3,a_unified_view_to_bronsted_acidity_scales.pdf
487,487,,"2,3,4,6-(CF3)4-C6HCH(CN)2",FC(F)(F)C1=C(C(C#N)C#N)C(=C(C(=C1)C(F)(F)F)C(F)(F)F)C(F)(F)F,-,-,MeCN,CC#N,10.45,a_unified_view_to_bronsted_acidity_scales.pdf
488,488,,4-CF3-C6F4CH(CN)2,no matches,-,-,MeCN,CC#N,10.19,a_unified_view_to_bronsted_acidity_scales.pdf
489,489,,4-NO2-C H 6 4SO2NHTos m,no matches,-,-,MeCN,CC#N,10.04,a_unified_view_to_bronsted_acidity_scales.pdf
490,490,,4-NO2-C6H4SO2NHSO2C6H4-4-Cl,no matches,-,-,MeCN,CC#N,9.17,a_unified_view_to_bronsted_acidity_scales.pdf
491,491,,C6(CF3)5CH(CN)2,no matches,-,-,MeCN,CC#N,8.86,a_unified_view_to_bronsted_acidity_scales.pdf
492,492,,(4-NO2-C6H4-SO2)2NH,no matches,-,-,MeCN,CC#N,8.19,a_unified_view_to_bronsted_acidity_scales.pdf
493,493,,3-NO2-4-Cl-C6H3SO2NHSO2C6H4-4-,no matches,-,-,MeCN,CC#N,7.84,a_unified_view_to_bronsted_acidity_scales.pdf
494,494,,N(3O-N2 O 2-4-Cl-C H SO 6 3 2)2NH,no matches,-,-,MeCN,CC#N,7.47,a_unified_view_to_bronsted_acidity_scales.pdf
495,495,T,HBr,Br,10035-10-6,bromane,MeCN,CC#N,5.5,a_unified_view_to_bronsted_acidity_scales.pdf
496,496,,4-NO2-C6H4SO2CH(CN)2,no matches,-,-,MeCN,CC#N,6.06,a_unified_view_to_bronsted_acidity_scales.pdf
497,497,,"2,4,6-(SO2F)3-Phenol",no SMILES,654055-01-3,"2-(2,4-dihydroxyphenyl)-3,5,7-trihydroxychromen-4-one;dihydrate",MeCN,CC#N,5.25,a_unified_view_to_bronsted_acidity_scales.pdf
498,498,,"2,4,6-Tf3-Phenol",OC1=C(C=C(C=C1[S](=O)(=O)C(F)(F)F)[S](=O)(=O)C(F)(F)F)[S](=O)(=O)C(F)(F)F,-,"2,4,6-tris(trifluoromethylsulfonyl)phenol",MeCN,CC#N,4.48,a_unified_view_to_bronsted_acidity_scales.pdf
499,499,,4-Cl-C6H4SO(=NTf)NHTos,no matches,-,-,MeCN,CC#N,4.81,a_unified_view_to_bronsted_acidity_scales.pdf
500,500,,"2,3,5-tricyanocyclopentadiene",N#CC1C=C(C#N)C(=C1)C#N,"1,3-Cyclopentadiene-2,3,5-tricarbonitrile","cyclopenta-2,5-diene-1,2,4-tricarbonitrile",MeCN,CC#N,3.68,a_unified_view_to_bronsted_acidity_scales.pdf
501,501,,4-Cl-C6H4SO(=NTf)NHSO2C6H4-5-Cl,no matches,-,-,MeCN,CC#N,4.03,a_unified_view_to_bronsted_acidity_scales.pdf
502,502,,HI,I,10034-85-2,iodane,MeCN,CC#N,2.8,a_unified_view_to_bronsted_acidity_scales.pdf
503,503,,4-NO2-C6H4SO2NHTf,no matches,-,-,MeCN,CC#N,4.08,a_unified_view_to_bronsted_acidity_scales.pdf
504,504,,C(CN)2=C(CN)OH,no SMILES,654055-01-3,"2-(2,4-dihydroxyphenyl)-3,5,7-trihydroxychromen-4-one;dihydrate",MeCN,CC#N,4.39,a_unified_view_to_bronsted_acidity_scales.pdf
505,505,,4-Cl-C6H4SO(=NTf)NHSO2C6H4-NO2,no matches,-,-,MeCN,CC#N,3.33,a_unified_view_to_bronsted_acidity_scales.pdf
506,506,,"2,4-(NO2)2-C6H3SO2OH",no matches,-,-,MeCN,CC#N,3.99,a_unified_view_to_bronsted_acidity_scales.pdf
507,507,,9-COOMe-fluorene,no matches,-,-,DMSO,CS(=O)C,10.35,a_unified_view_to_bronsted_acidity_scales.pdf
508,508,,9-CN-fluorene,no matches,-,-,DMSO,CS(=O)C,8.3,a_unified_view_to_bronsted_acidity_scales.pdf
509,509,,(4-Cl-C6F4)(C6F5)CHCN,no matches,-,-,DMSO,CS(=O)C,7.5,a_unified_view_to_bronsted_acidity_scales.pdf
510,510,T,(4-CF3-C6F4)(C6F5)CHCN,FC1=C(F)C(=C(C(C#N)C2=C(F)C(=C(C(=C2F)F)C(F)(F)F)F)C(=C1F)F)F,-,"2-(2,3,4,5,6-pentafluorophenyl)-2-[2,3,5,6-tetrafluoro-4-(trifluoromethyl)phenyl]acetonitrile",DMSO,CS(=O)C,4.9,a_unified_view_to_bronsted_acidity_scales.pdf
511,511,,(C 6F5)CH(CN)COOEt,no matches,-,-,DMSO,CS(=O)C,4.7,a_unified_view_to_bronsted_acidity_scales.pdf
512,512,,(4-Cl-C6F4)CH(CN)COOEt,no matches,-,-,DMSO,CS(=O)C,4.5,a_unified_view_to_bronsted_acidity_scales.pdf
513,513,,(4-CF3-C6F4)CH(CN)COOEt,no matches,-,-,DMSO,CS(=O)C,3.0,a_unified_view_to_bronsted_acidity_scales.pdf
514,514,,(4-NC5F4)(C6F5)CHCN,no matches,-,-,DMSO,CS(=O)C,3.3,a_unified_view_to_bronsted_acidity_scales.pdf
515,515,,(4-NC5F4)CH(CN)COOEt,no matches,-,-,DMSO,CS(=O)C,3.2,a_unified_view_to_bronsted_acidity_scales.pdf
516,516,,(4-NC5F4)2CHCN,no matches,-,-,DMSO,CS(=O)C,2.4,a_unified_view_to_bronsted_acidity_scales.pdf
517,517,T,Picric acid,C1=C(C=C(C(=C1[N+](=O)[O-])O)[N+](=O)[O-])[N+](=O)[O-],88-89-1,"2,4,6-trinitrophenol",DMSO,CS(=O)C,-1.09,a_unified_view_to_bronsted_acidity_scales.pdf
518,518,,4-CF3-C6F4CH(CN)2,no matches,-,-,DMSO,CS(=O)C,1.7,a_unified_view_to_bronsted_acidity_scales.pdf
519,519,,7-nitroIndole,C1=CC2=C(C(=C1)[N+](=O)[O-])NC=C2,6960-42-5,7-nitro-1H-indole,MeCN,CC#N,29.99,pKa_values_of_acids_in_acetonitrile.pdf
520,520,,Indoxyl acetate,CC(=O)OC1=CNC2=CC=CC=C21,608-08-2,1H-indol-3-yl acetate,MeCN,CC#N,29.97,pKa_values_of_acids_in_acetonitrile.pdf
521,521,,Phenol,no SMILES,654055-01-3,"2-(2,4-dihydroxyphenyl)-3,5,7-trihydroxychromen-4-one;dihydrate",MeCN,CC#N,29.2,pKa_values_of_acids_in_acetonitrile.pdf
522,522,,tBu4Box2CH2,no matches,-,-,MeCN,CC#N,28.85,pKa_values_of_acids_in_acetonitrile.pdf
523,523,,"4-cyano-2,3,5,6-tetrafluoroAniline",CC(C)C1=C(C(=CC=C1)C(C)C)N=C(C)NC2=C(C(=C(C(=C2F)F)C#N)F)F,"N-[1-[(2,6-Diisopropylphenyl)amino]ethylidene]-4-cyano-2,3,5,6-tetrafluoroaniline","N-(4-cyano-2,3,5,6-tetrafluorophenyl)-N'-[2,6-di(propan-2-yl)phenyl]ethanimidamide",MeCN,CC#N,28.78,pKa_values_of_acids_in_acetonitrile.pdf
524,524,,pentakis(trifluoromethyl)Toluene,no matches,-,-,MeCN,CC#N,28.77,pKa_values_of_acids_in_acetonitrile.pdf
525,525,,5-nitroIndole,C1=CC2=C(C=CN2)C=C1[N+](=O)[O-],6146-52-7,5-nitro-1H-indole,MeCN,CC#N,28.18,pKa_values_of_acids_in_acetonitrile.pdf
526,526,,9_C6F5_Fluorene,no matches,-,-,MeCN,CC#N,28.14,pKa_values_of_acids_in_acetonitrile.pdf
527,527,,"1_(4_Cl_C6H4)_3_(3,4_Cl2_C6H3)urea",no matches,-,-,MeCN,CC#N,27.95,pKa_values_of_acids_in_acetonitrile.pdf
528,528,,4-nitroIndole,C1=CC2=C(C=CN2)C(=C1)[N+](=O)[O-],4769-97-5,4-nitro-1H-indole,MeCN,CC#N,27.89,pKa_values_of_acids_in_acetonitrile.pdf
529,529,,6-nitroIndole,C1=CC(=CC2=C1C=CN2)[N+](=O)[O-],4769-96-4,6-nitro-1H-indole,MeCN,CC#N,27.79,pKa_values_of_acids_in_acetonitrile.pdf
530,530,,Me2Box2CH2,no matches,-,-,MeCN,CC#N,27.59,pKa_values_of_acids_in_acetonitrile.pdf
531,531,,"(3,5_(CF3)2_C6H3)3COH",no matches,-,-,MeCN,CC#N,27.21,pKa_values_of_acids_in_acetonitrile.pdf
532,532,,C6H5_CH2_Tf,no matches,-,-,MeCN,CC#N,27.19,pKa_values_of_acids_in_acetonitrile.pdf
533,533,,"1,2,3,4_F4_9_Ph_Fluorene",no matches,-,-,MeCN,CC#N,27.12,pKa_values_of_acids_in_acetonitrile.pdf
534,534,,4_Cl_C6H4_CH2_Tf,no matches,-,-,MeCN,CC#N,27.06,pKa_values_of_acids_in_acetonitrile.pdf
535,535,,4_F_C6H4_CH2_Tf,no matches,-,-,MeCN,CC#N,27.0,pKa_values_of_acids_in_acetonitrile.pdf
536,536,,(Ph)(4_Me_C6F4)CHCN,no matches,-,-,MeCN,CC#N,26.98,pKa_values_of_acids_in_acetonitrile.pdf
537,537,,4_Me_C6H4_SO2_NH2,no matches,-,-,MeCN,CC#N,26.95,pKa_values_of_acids_in_acetonitrile.pdf
538,538,,Box2CH2,no matches,-,-,MeCN,CC#N,26.89,pKa_values_of_acids_in_acetonitrile.pdf
539,539,,(4_NC5F4)(4_Me_C6H4)NH,no matches,-,-,MeCN,CC#N,26.87,pKa_values_of_acids_in_acetonitrile.pdf
540,540,,Ph_SO2_NH2,no matches,-,-,MeCN,CC#N,26.63,pKa_values_of_acids_in_acetonitrile.pdf
541,541,,Triazine 2,no matches,-,-,MeCN,CC#N,26.58,pKa_values_of_acids_in_acetonitrile.pdf
542,542,,3-trifluoromethylPhenol,C1=CC(=CC(=C1)O)C(F)(F)F,98-17-9,3-(trifluoromethyl)phenol,MeCN,CC#N,26.5,pKa_values_of_acids_in_acetonitrile.pdf
543,543,,C6F5_NH_COMe,no matches,-,-,MeCN,CC#N,26.45,pKa_values_of_acids_in_acetonitrile.pdf
544,544,,(Ph)(4_NC5F4)NH,no matches,-,-,MeCN,CC#N,26.36,pKa_values_of_acids_in_acetonitrile.pdf
545,545,,(4_NO2_C6H4)2NH,no matches,-,-,MeCN,CC#N,26.18,pKa_values_of_acids_in_acetonitrile.pdf
546,546,,4-nitroIndolocarbazole,no matches,-,-,MeCN,CC#N,26.18,pKa_values_of_acids_in_acetonitrile.pdf
547,547,,4_F_C6H4_SO2_NH2,no matches,-,-,MeCN,CC#N,26.16,pKa_values_of_acids_in_acetonitrile.pdf
548,548,,SBoxCH2,no matches,-,-,MeCN,CC#N,26.16,pKa_values_of_acids_in_acetonitrile.pdf
549,549,,(Ph)(C6F5)CHCN,no matches,-,-,MeCN,CC#N,26.16,pKa_values_of_acids_in_acetonitrile.pdf
550,550,,3-cyanoIndole,C1=CC=C2C(=C1)C(=CN2)C#N,5457-28-3,1H-indole-3-carbonitrile,MeCN,CC#N,26.01,pKa_values_of_acids_in_acetonitrile.pdf
551,551,,4_Cl_C6H4_SO2_NH2,no matches,-,-,MeCN,CC#N,25.85,pKa_values_of_acids_in_acetonitrile.pdf
552,552,,Triazine 1,no matches,-,-,MeCN,CC#N,25.85,pKa_values_of_acids_in_acetonitrile.pdf
553,553,,3_F_C6H4_CH2_Tf,no matches,-,-,MeCN,CC#N,25.62,pKa_values_of_acids_in_acetonitrile.pdf
554,554,,4-trifluoromethylPhenol,C1=CC(=CC=C1C(F)(F)F)O,402-45-9,4-(trifluoromethyl)phenol,MeCN,CC#N,25.5,pKa_values_of_acids_in_acetonitrile.pdf
555,555,,3_Cl_C6H4_CH2_Tf,no matches,-,-,MeCN,CC#N,25.47,pKa_values_of_acids_in_acetonitrile.pdf
556,556,,4_CF3_C6H4_SO2_NH2,no matches,-,-,MeCN,CC#N,25.24,pKa_values_of_acids_in_acetonitrile.pdf
557,557,,3_CF3_C6H4_SO2_NH2,no matches,-,-,MeCN,CC#N,25.2,pKa_values_of_acids_in_acetonitrile.pdf
558,558,,(4_Me2N_C6F4)(C6F5)NH,no matches,-,-,MeCN,CC#N,25.13,pKa_values_of_acids_in_acetonitrile.pdf
559,559,,3_CF3_C6H4_CH2_Tf,no matches,-,-,MeCN,CC#N,25.08,pKa_values_of_acids_in_acetonitrile.pdf
560,560,,(4_Me_C6F4)(C6F5)NH,no matches,-,-,MeCN,CC#N,24.96,pKa_values_of_acids_in_acetonitrile.pdf
561,561,,2-trifluoromethylPhenol,C1=CC=C(C(=C1)C(F)(F)F)O,444-30-4,2-(trifluoromethyl)phenol,MeCN,CC#N,24.9,pKa_values_of_acids_in_acetonitrile.pdf
562,562,,"1,3_Bis(4_NO2_C6H4)urea",no matches,-,-,MeCN,CC#N,24.71,pKa_values_of_acids_in_acetonitrile.pdf
563,563,,3_NO2_C6H4_SO2_NH2,no matches,-,-,MeCN,CC#N,24.63,pKa_values_of_acids_in_acetonitrile.pdf
564,564,,pentakis(trifluoromethyl)Aniline,C1(=C(C(=C(C(=C1C(F)(F)F)C(F)(F)F)N)C(F)(F)F)C(F)(F)F)C(F)(F)F,58956-76-6,"2,3,4,5,6-pentakis(trifluoromethyl)aniline",MeCN,CC#N,24.57,pKa_values_of_acids_in_acetonitrile.pdf
565,565,,4_NO2_C6H4_SO2_NH2,no matches,-,-,MeCN,CC#N,24.57,pKa_values_of_acids_in_acetonitrile.pdf
566,566,,3_CN_C6H4_CH2_Tf,no matches,-,-,MeCN,CC#N,24.51,pKa_values_of_acids_in_acetonitrile.pdf
567,567,,Octafluorofluorene,no matches,-,-,MeCN,CC#N,24.49,pKa_values_of_acids_in_acetonitrile.pdf
568,568,,4_CF3_C6H4_CH2_Tf,no matches,-,-,MeCN,CC#N,24.44,pKa_values_of_acids_in_acetonitrile.pdf
569,569,,"3,5_(CF3)2_Ph_C_thiourea",no matches,-,-,MeCN,CC#N,24.31,pKa_values_of_acids_in_acetonitrile.pdf
570,570,,(4_H_C6F4)(C6F5)NH,no matches,-,-,MeCN,CC#N,24.11,pKa_values_of_acids_in_acetonitrile.pdf
571,571,,C6F5_NH_C(CF3)3,no matches,-,-,MeCN,CC#N,24.03,pKa_values_of_acids_in_acetonitrile.pdf
572,572,,(C6F5)2NH,no matches,-,-,MeCN,CC#N,23.98,pKa_values_of_acids_in_acetonitrile.pdf
573,573,,"3,5_F2_C6H3_CH2_Tf",no matches,-,-,MeCN,CC#N,23.96,pKa_values_of_acids_in_acetonitrile.pdf
574,574,,Fluoradene,no matches,-,-,MeCN,CC#N,23.92,pKa_values_of_acids_in_acetonitrile.pdf
575,575,,"2,4,6-trinitroAniline",C1=C(C=C(C(=C1[N+](=O)[O-])N)[N+](=O)[O-])[N+](=O)[O-],489-98-5,"2,4,6-trinitroaniline",MeCN,CC#N,23.87,pKa_values_of_acids_in_acetonitrile.pdf
576,576,,"3,5-bis(trifluoromethyl)Phenol",C1=C(C=C(C=C1C(F)(F)F)O)C(F)(F)F,349-58-6,"3,5-bis(trifluoromethyl)phenol",MeCN,CC#N,23.8,pKa_values_of_acids_in_acetonitrile.pdf
577,577,,2-nitroIndole,CCOC(=O)N1C2=CC=CC=C2C=C1[N+](=O)[O-],-,ethyl 2-nitroindole-1-carboxylate,MeCN,CC#N,23.64,pKa_values_of_acids_in_acetonitrile.pdf
578,578,,9_COOMe_Fluorene,no matches,-,-,MeCN,CC#N,23.54,pKa_values_of_acids_in_acetonitrile.pdf
579,579,,Acetic acid,CC(=O)O,64-19-7,acetic acid,MeCN,CC#N,23.5,pKa_values_of_acids_in_acetonitrile.pdf
580,580,,(4_Cl_C6F4)(C6F5)NH,no matches,-,-,MeCN,CC#N,23.22,pKa_values_of_acids_in_acetonitrile.pdf
581,581,,4_CN_C6H4_CH2_Tf,no matches,-,-,MeCN,CC#N,23.19,pKa_values_of_acids_in_acetonitrile.pdf
582,582,,Sorbic acid,CC=CC=CC(=O)O,22500-92-1,"hexa-2,4-dienoic acid",MeCN,CC#N,22.97,pKa_values_of_acids_in_acetonitrile.pdf
583,583,,C6F5_CH(COOEt)2,no matches,-,-,MeCN,CC#N,22.88,pKa_values_of_acids_in_acetonitrile.pdf
584,584,,2-nitroPhenol,C1=CC=C(C(=C1)[N+](=O)[O-])O,88-75-5,2-nitrophenol,MeCN,CC#N,22.85,pKa_values_of_acids_in_acetonitrile.pdf
585,585,,"3,5_(CF3)2_C6H3_CH2_Tf",no matches,-,-,MeCN,CC#N,22.84,pKa_values_of_acids_in_acetonitrile.pdf
586,586,,(4_Me_C6F4)2CHCN,no matches,-,-,MeCN,CC#N,22.8,pKa_values_of_acids_in_acetonitrile.pdf
587,587,,Retinoic acid,CC1=C(C(CCC1)(C)C)C=CC(=CC=CC(=CC(=O)O)C)C,3555-80-4,"3,7-dimethyl-9-(2,6,6-trimethylcyclohexen-1-yl)nona-2,4,6,8-tetraenoic acid",MeCN,CC#N,22.78,pKa_values_of_acids_in_acetonitrile.pdf
588,588,,3-nitroIndole,C1=CC=C2C(=C1)C(=CN2)[N+](=O)[O-],4770-03-0,3-nitro-1H-indole,MeCN,CC#N,22.77,pKa_values_of_acids_in_acetonitrile.pdf
589,589,,C6F5_SO2_NH2,no matches,-,-,MeCN,CC#N,22.27,pKa_values_of_acids_in_acetonitrile.pdf
590,590,,(4_Me_C6F4)(C6F5)CHCN,no matches,-,-,MeCN,CC#N,21.94,pKa_values_of_acids_in_acetonitrile.pdf
591,591,,4_NO2_C6H4_CH2_Tf,no matches,-,-,MeCN,CC#N,21.92,pKa_values_of_acids_in_acetonitrile.pdf
592,592,,Benzoic acid,C1=CC=C(C=C1)C(=O)O,65-85-0,benzoic acid,MeCN,CC#N,21.5,pKa_values_of_acids_in_acetonitrile.pdf
593,593,,(4_CF3_C6H4)(C6F5)NH,no matches,-,-,MeCN,CC#N,21.37,pKa_values_of_acids_in_acetonitrile.pdf
594,594,,9_CN_Fluorene,no matches,-,-,MeCN,CC#N,21.35,pKa_values_of_acids_in_acetonitrile.pdf
595,595,,Alizarin,C1=CC=C2C(=C1)C(=O)C3=C(C2=O)C(=C(C=C3)O)O,72-48-0,"1,2-dihydroxyanthracene-9,10-dione",MeCN,CC#N,21.23,pKa_values_of_acids_in_acetonitrile.pdf
596,596,,(4_H_C6F4)(C6F5)CHCN,no matches,-,-,MeCN,CC#N,21.1,pKa_values_of_acids_in_acetonitrile.pdf
597,597,T,(C6F5)2CHCN,FC1=C(F)C(=C(C(C#N)C2=C(F)C(=C(F)C(=C2F)F)F)C(=C1F)F)F,Bis(pentafluorophenyl)acetonitrile,"2,2-bis(2,3,4,5,6-pentafluorophenyl)acetonitrile",MeCN,CC#N,21.09,pKa_values_of_acids_in_acetonitrile.pdf
598,598,,4_CF3_C6F4_CH2_Tf,no matches,-,-,MeCN,CC#N,21.02,pKa_values_of_acids_in_acetonitrile.pdf
599,599,,(CF3)3COH,C(C(F)(F)F)(C(F)(F)F)(C(F)(F)F)O,2378-02-1,"1,1,1,3,3,3-hexafluoro-2-(trifluoromethyl)propan-2-ol",MeCN,CC#N,20.5,pKa_values_of_acids_in_acetonitrile.pdf
600,600,,(4_NC5F4)(C6F5)NH,no matches,-,-,MeCN,CC#N,20.39,pKa_values_of_acids_in_acetonitrile.pdf
601,601,,(4_Cl_C6F4)(C6F5)CHCN,no matches,-,-,MeCN,CC#N,20.36,pKa_values_of_acids_in_acetonitrile.pdf
602,602,,"2,4,6-tribromoPhenol",C1=C(C=C(C(=C1Br)O)Br)Br,118-79-6,"2,4,6-tribromophenol",MeCN,CC#N,20.34,pKa_values_of_acids_in_acetonitrile.pdf
603,603,,pentacyanoToluene,CC1=C(C(=C(C(=C1C#N)C#N)C#N)C#N)C#N,-,"6-methylbenzene-1,2,3,4,5-pentacarbonitrile",MeCN,CC#N,20.14,pKa_values_of_acids_in_acetonitrile.pdf
604,604,,"(2,4,6_Cl3_C6F2)(C6F5)CHCN",no matches,-,-,MeCN,CC#N,20.13,pKa_values_of_acids_in_acetonitrile.pdf
605,605,,"2,3,5,6-tetrafluoroPhenol",C1=C(C(=C(C(=C1F)F)O)F)F,769-39-1,"2,3,5,6-tetrafluorophenol",MeCN,CC#N,20.1,pKa_values_of_acids_in_acetonitrile.pdf
606,606,,pentafluoroPhenol,C1(=C(C(=C(C(=C1F)F)F)F)F)O,771-61-9,"2,3,4,5,6-pentafluorophenol",MeCN,CC#N,20.1,pKa_values_of_acids_in_acetonitrile.pdf
607,607,,(2-C10F7)(C6F5)CHCN,no matches,-,-,MeCN,CC#N,20.07,pKa_values_of_acids_in_acetonitrile.pdf
608,608,,(4_CN_C6F4)(C6F5)NH,no matches,-,-,MeCN,CC#N,19.87,pKa_values_of_acids_in_acetonitrile.pdf
609,609,,1_C10F7_OH,no matches,-,-,MeCN,CC#N,19.7,pKa_values_of_acids_in_acetonitrile.pdf
610,610,,"2,4,6_(SO2F)3_Aniline",no matches,-,-,MeCN,CC#N,19.66,pKa_values_of_acids_in_acetonitrile.pdf
611,611,,(2_C10F7)2CHCN,no matches,-,-,MeCN,CC#N,19.32,pKa_values_of_acids_in_acetonitrile.pdf
612,612,,Br4_CA_benzoic acid,no matches,-,-,MeCN,CC#N,19.2,pKa_values_of_acids_in_acetonitrile.pdf
613,613,,9_C6F5_Octafluorofluorene,no matches,-,-,MeCN,CC#N,18.87,pKa_values_of_acids_in_acetonitrile.pdf
614,614,,2_C10F7_OH,no matches,-,-,MeCN,CC#N,18.5,pKa_values_of_acids_in_acetonitrile.pdf
615,615,,"[4_(Ph3B)_2,6_Mes2_Pyridine]H",no matches,-,-,MeCN,CC#N,18.45,pKa_values_of_acids_in_acetonitrile.pdf
616,616,,(4_NC5F4)(4_CF3_C6F4)NH,no matches,-,-,MeCN,CC#N,18.25,pKa_values_of_acids_in_acetonitrile.pdf
617,617,,(4_CF3_C6F4)(C6F5)CHCN,no matches,-,-,MeCN,CC#N,18.13,pKa_values_of_acids_in_acetonitrile.pdf
618,618,,"4_C6F5_2,3,5,6_F4_Phenol",no matches,-,-,MeCN,CC#N,18.1,pKa_values_of_acids_in_acetonitrile.pdf
619,619,,Br4_CF3_CAC_benzoic acid,no matches,-,-,MeCN,CC#N,18.1,pKa_values_of_acids_in_acetonitrile.pdf
620,620,,4_H_C6F4_CH(CN)COOEt,no matches,-,-,MeCN,CC#N,18.07,pKa_values_of_acids_in_acetonitrile.pdf
621,621,,pentachloroPhenol,no SMILES,654055-01-3,"2-(2,4-dihydroxyphenyl)-3,5,7-trihydroxychromen-4-one;dihydrate",MeCN,CC#N,18.0,pKa_values_of_acids_in_acetonitrile.pdf
622,622,,pentabromoPhenol,C1(=C(C(=C(C(=C1Br)Br)Br)Br)Br)O,608-71-9,"2,3,4,5,6-pentabromophenol",MeCN,CC#N,17.81,pKa_values_of_acids_in_acetonitrile.pdf
623,623,,C6F5_CH(CN)COOEt,no matches,-,-,MeCN,CC#N,17.73,pKa_values_of_acids_in_acetonitrile.pdf
624,624,,4_Me_C6H4_CH(CN)2,no matches,-,-,MeCN,CC#N,17.57,pKa_values_of_acids_in_acetonitrile.pdf
625,625,,2_C10F7_CH(CN)COOEt,no matches,-,-,MeCN,CC#N,17.48,pKa_values_of_acids_in_acetonitrile.pdf
626,626,,4_Cl_C6F4_CH(CN)COOEt,no matches,-,-,MeCN,CC#N,17.38,pKa_values_of_acids_in_acetonitrile.pdf
627,627,,(4_NC5F4)2NH,no matches,-,-,MeCN,CC#N,17.2,pKa_values_of_acids_in_acetonitrile.pdf
628,628,,Br4_CX_benzoic acid,no matches,-,-,MeCN,CC#N,17.19,pKa_values_of_acids_in_acetonitrile.pdf
629,629,,"2_Me_4,6_(NO2)2_Phenol",no matches,-,-,MeCN,CC#N,16.97,pKa_values_of_acids_in_acetonitrile.pdf
630,630,,"2,6-dinitroPhenol",C1=CC(=C(C(=C1)[N+](=O)[O-])O)[N+](=O)[O-],573-56-8,"2,6-dinitrophenol",MeCN,CC#N,16.74,pKa_values_of_acids_in_acetonitrile.pdf
631,631,,"2,4-dinitroPhenol",C1=CC(=C(C=C1[N+](=O)[O-])[N+](=O)[O-])O,51-28-5,"2,4-dinitrophenol",MeCN,CC#N,16.65,pKa_values_of_acids_in_acetonitrile.pdf
632,632,,"2,3,5,6-tetrafluoro-4-trifluoromethylPhenol",no matches,-,-,MeCN,CC#N,16.6,pKa_values_of_acids_in_acetonitrile.pdf
633,633,,(4_NC5F4)(C6F5)CHCN,no matches,-,-,MeCN,CC#N,16.39,pKa_values_of_acids_in_acetonitrile.pdf
634,634,,"4-fluoro-2,6-dinitroPhenol",C1=C(C=C(C(=C1[N+](=O)[O-])O)[N+](=O)[O-])F,364-32-9,"4-fluoro-2,6-dinitrophenol",MeCN,CC#N,16.17,pKa_values_of_acids_in_acetonitrile.pdf
635,635,,(4_CF3_C6F4)2CHCN,no matches,-,-,MeCN,CC#N,16.12,pKa_values_of_acids_in_acetonitrile.pdf
636,636,,4_CF3_C6F4_CH(CN)COOEt,no matches,-,-,MeCN,CC#N,16.07,pKa_values_of_acids_in_acetonitrile.pdf
637,637,,(4_NC5F4)(2_C10F7)CHCN,no matches,-,-,MeCN,CC#N,16.01,pKa_values_of_acids_in_acetonitrile.pdf
638,638,,4_NO2_C6H4_SO2_NH_CO_C6H4_4_Me,no matches,-,-,MeCN,CC#N,15.68,pKa_values_of_acids_in_acetonitrile.pdf
639,639,,4_NC5F4_OH,no matches,-,-,MeCN,CC#N,15.39,pKa_values_of_acids_in_acetonitrile.pdf
640,640,,4_NC5F4_CH(CN)COOEt,no matches,-,-,MeCN,CC#N,14.89,pKa_values_of_acids_in_acetonitrile.pdf
641,641,,3_CF3_C6H4_CH(CN)2,no matches,-,-,MeCN,CC#N,14.7,pKa_values_of_acids_in_acetonitrile.pdf
642,642,,Saccharin,C1=CC=C2C(=C1)C(=O)NS2(=O)=O,128-44-9,"1,1-dioxo-1,2-benzothiazol-3-one",MeCN,CC#N,14.57,pKa_values_of_acids_in_acetonitrile.pdf
