,Unnamed: 0,name,solute,solute SMILES,solvent,solvent SMILES,pka,ref,computed CAS,computed IUPAC
221,221,name,HCl,Cl,acetonitrile,CC#N,8.9,MeCN_Acids_COSMO-RS_2008_Table.pdf,16887-00-6,chloride
222,222,name,Picric acid,C1=C(C=C(C(=C1[N+](=O)[O-])O)[N+](=O)[O-])[N+](=O)[O-],MeCN,CC#N,11.0,pKa_values_of_acids_and_bases_in_MeCN_DCE_DMSO_H2O_THF_C7_DME.pdf,-,-
223,223,name,C(CN)2=C(CN)OH,OC(C#N)=C(C#N)C#N,MeCN,CC#N,4.69,pKa_values_of_acids_and_bases_in_MeCN_DCE_DMSO_H2O_THF_C7_DME.pdf,-,"2-hydroxyethene-1,1,2-tricarbonitrile"
224,224,name,(2-C10F7)2CHCN,FC1=C(F)C2=C(C(=C1F)F)C(=C(C(C#N)C3=C(F)C4=C(F)C(=C(F)C(=C4C(=C3F)F)F)F)C(=C2F)F)F,MeCN,CC#N,19.32,pKa_values_of_acids_and_bases_in_MeCN_DCE_DMSO_H2O_THF_C7_DME.pdf,-,"2,2-bis(1,3,4,5,6,7,8-heptafluoronaphthalen-2-yl)acetonitrile"
225,225,name,(C6F5)2CHCN,FC1=C(F)C(=C(C(C#N)C2=C(F)C(=C(F)C(=C2F)F)F)C(=C1F)F)F,MeCN,CC#N,21.1,pKa_values_of_acids_and_bases_in_MeCN_DCE_DMSO_H2O_THF_C7_DME.pdf,Bis(pentafluorophenyl)acetonitrile,"2,2-bis(2,3,4,5,6-pentafluorophenyl)acetonitrile"
226,226,name,9-pentafluorophenylOctafluorofluorene,no matches,MeCN,CC#N,18.88,pKa_values_of_acids_and_bases_in_MeCN_DCE_DMSO_H2O_THF_C7_DME.pdf,-,-
227,227,name,(4-CF3-C6F4)(C6F5)CHCN,FC1=C(F)C(=C(C(C#N)C2=C(F)C(=C(C(=C2F)F)C(F)(F)F)F)C(=C1F)F)F,MeCN,CC#N,18.14,pKa_values_of_acids_and_bases_in_MeCN_DCE_DMSO_H2O_THF_C7_DME.pdf,-,"2-(2,3,4,5,6-pentafluorophenyl)-2-[2,3,5,6-tetrafluoro-4-(trifluoromethyl)phenyl]acetonitrile"
228,228,name,(C6H5)(C6F5)CHCN,FC1=C(F)C(=C(C(C#N)C2=CC=CC=C2)C(=C1F)F)F,MeCN,CC#N,26.14,pKa_values_of_acids_and_bases_in_MeCN_DCE_DMSO_H2O_THF_C7_DME.pdf,2-Phenyl-2-(pentafluorophenyl)acetonitrile,"2-(2,3,4,5,6-pentafluorophenyl)-2-phenylacetonitrile"
229,229,name,Saccharin,C1=CC=C2C(=C1)C(=O)NS2(=O)=O,MeCN,CC#N,14.57,pKa_values_of_acids_and_bases_in_MeCN_DCE_DMSO_H2O_THF_C7_DME.pdf,-,-
230,230,name,"2,4-dinitrophenol",C1=CC(=C(C=C1[N+](=O)[O-])[N+](=O)[O-])O,MeCN,CC#N,16.66,pKa_values_of_acids_and_bases_in_MeCN_DCE_DMSO_H2O_THF_C7_DME.pdf,51-28-5,"2,4-dinitrophenol"
231,231,name,HCl,Cl,MeCN,CC#N,10.3,pKa_values_of_acids_and_bases_in_MeCN_DCE_DMSO_H2O_THF_C7_DME.pdf,16887-00-6,chloride
232,232,name,HBr,Br,MeCN,CC#N,5.5,pKa_values_of_acids_and_bases_in_MeCN_DCE_DMSO_H2O_THF_C7_DME.pdf,24959-67-9,bromide
233,233,name,HI,I,MeCN,CC#N,2.8,pKa_values_of_acids_and_bases_in_MeCN_DCE_DMSO_H2O_THF_C7_DME.pdf,20461-54-5,iodide
234,234,name,HClO4,OCl(=O)(=O)=O,MeCN,CC#N,1.83,pKa_values_of_acids_and_bases_in_MeCN_DCE_DMSO_H2O_THF_C7_DME.pdf,7601-90-3,perchloric acid
235,235,name,Trifluoromethanesulfonic acid,C(F)(F)(F)S(=O)(=O)O,MeCN,CC#N,2.6,pKa_values_of_acids_and_bases_in_MeCN_DCE_DMSO_H2O_THF_C7_DME.pdf,1493-13-6,trifluoromethanesulfonic acid
236,236,name,Acetic acid,CC(=O)O,MeCN,CC#N,23.51,pKa_values_of_acids_and_bases_in_MeCN_DCE_DMSO_H2O_THF_C7_DME.pdf,-,-
237,237,name,Benzoic acid,C1=CC=C(C=C1)C(=O)O,MeCN,CC#N,21.51,pKa_values_of_acids_and_bases_in_MeCN_DCE_DMSO_H2O_THF_C7_DME.pdf,-,-
238,238,name,Aniline-H+,C1=CC=C(C=C1)[N+],MeCN,CC#N,10.62,pKa_values_of_acids_and_bases_in_MeCN_DCE_DMSO_H2O_THF_C7_DME.pdf,65756-50-5,phenylazanium
239,239,name,Pyridine-H+,C1=CC=[N+]C=C1,MeCN,CC#N,12.53,pKa_values_of_acids_and_bases_in_MeCN_DCE_DMSO_H2O_THF_C7_DME.pdf,16969-45-2,pyridin-1-ium
240,240,name,DBU-H+,C1CCC2=[N+](CC1)CCCN2,MeCN,CC#N,24.34,pKa_values_of_acids_and_bases_in_MeCN_DCE_DMSO_H2O_THF_C7_DME.pdf,-,"2,3,4,6,7,8,9,10-octahydro-1H-pyrimido[1,2-a]azepin-5-ium"
241,241,name,TBD-H+,C1CNC2=[NH+]CCCN2C1,MeCN,CC#N,26.03,pKa_values_of_acids_and_bases_in_MeCN_DCE_DMSO_H2O_THF_C7_DME.pdf,-,"1,2,3,4,6,7,8,9-octahydropyrimido[1,2-a]pyrimidin-5-ium"
242,242,name,t-BuP1(dma)3-H+,no matches,MeCN,CC#N,26.98,pKa_values_of_acids_and_bases_in_MeCN_DCE_DMSO_H2O_THF_C7_DME.pdf,-,-
243,243,name,t-BuP1(pyrr)3-H+,no matches,MeCN,CC#N,28.42,pKa_values_of_acids_and_bases_in_MeCN_DCE_DMSO_H2O_THF_C7_DME.pdf,-,-
244,244,name,Et3N-H+,CC[N+](CC)CC,MeCN,CC#N,18.63,pKa_values_of_acids_and_bases_in_MeCN_DCE_DMSO_H2O_THF_C7_DME.pdf,17440-81-2,triethylazanium
245,245,name,TMG-H+,CN(C)C(=[N+])N(C)C,MeCN,CC#N,23.3,pKa_values_of_acids_and_bases_in_MeCN_DCE_DMSO_H2O_THF_C7_DME.pdf,-,[amino(dimethylamino)methylidene]-dimethylazanium
246,246,name,Picric acid,C1=C(C=C(C(=C1[N+](=O)[O-])O)[N+](=O)[O-])[N+](=O)[O-],DCE,C(CCl)Cl,44.6,pKa_values_of_acids_and_bases_in_MeCN_DCE_DMSO_H2O_THF_C7_DME.pdf,88-89-1,"2,4,6-trinitrophenol"
247,247,name,C(CN)2=C(CN)OH,OC(C#N)=C(C#N)C#N,DCE,C(CCl)Cl,35.9,pKa_values_of_acids_and_bases_in_MeCN_DCE_DMSO_H2O_THF_C7_DME.pdf,-,"2-hydroxyethene-1,1,2-tricarbonitrile"
248,248,name,(2-C10F7)2CHCN,FC1=C(F)C2=C(C(=C1F)F)C(=C(C(C#N)C3=C(F)C4=C(F)C(=C(F)C(=C4C(=C3F)F)F)F)C(=C2F)F)F,DCE,C(CCl)Cl,53.0,pKa_values_of_acids_and_bases_in_MeCN_DCE_DMSO_H2O_THF_C7_DME.pdf,-,"2,2-bis(1,3,4,5,6,7,8-heptafluoronaphthalen-2-yl)acetonitrile"
249,249,name,(C6F5)2CHCN,FC1=C(F)C(=C(C(C#N)C2=C(F)C(=C(F)C(=C2F)F)F)C(=C1F)F)F,DCE,C(CCl)Cl,55.7,pKa_values_of_acids_and_bases_in_MeCN_DCE_DMSO_H2O_THF_C7_DME.pdf,Bis(pentafluorophenyl)acetonitrile,"2,2-bis(2,3,4,5,6-pentafluorophenyl)acetonitrile"
250,250,name,9-C6F5-Octafluorofluorene,FC1=C(F)C(=C(C2C3=C(C(=C(F)C(=C3F)F)F)C4=C2C(=C(F)C(=C4F)F)F)C(=C1F)F)F,DCE,C(CCl)Cl,53.8,pKa_values_of_acids_and_bases_in_MeCN_DCE_DMSO_H2O_THF_C7_DME.pdf,63264-80-2,"1,2,3,4,5,6,7,8-octafluoro-9-(2,3,4,5,6-pentafluorophenyl)-9H-fluorene"
251,251,name,(4-CF3-C6F4)(C6F5)CHCN,FC1=C(F)C(=C(C(C#N)C2=C(F)C(=C(C(=C2F)F)C(F)(F)F)F)C(=C1F)F)F,DCE,C(CCl)Cl,52.3,pKa_values_of_acids_and_bases_in_MeCN_DCE_DMSO_H2O_THF_C7_DME.pdf,-,"2-(2,3,4,5,6-pentafluorophenyl)-2-[2,3,5,6-tetrafluoro-4-(trifluoromethyl)phenyl]acetonitrile"
252,252,name,HCl,Cl,DCE,C(CCl)Cl,45.2,pKa_values_of_acids_and_bases_in_MeCN_DCE_DMSO_H2O_THF_C7_DME.pdf,16887-00-6,chloride
253,253,name,HBr,Br,DCE,C(CCl)Cl,40.6,pKa_values_of_acids_and_bases_in_MeCN_DCE_DMSO_H2O_THF_C7_DME.pdf,24959-67-9,bromide
254,254,name,HI,I,DCE,C(CCl)Cl,37.7,pKa_values_of_acids_and_bases_in_MeCN_DCE_DMSO_H2O_THF_C7_DME.pdf,20461-54-5,iodide
255,255,name,HClO4,OCl(=O)(=O)=O,DCE,C(CCl)Cl,32.2,pKa_values_of_acids_and_bases_in_MeCN_DCE_DMSO_H2O_THF_C7_DME.pdf,7601-90-3,perchloric acid
256,256,name,Trifluoromethanesulfonic acid,C(F)(F)(F)S(=O)(=O)O,DCE,C(CCl)Cl,33.7,pKa_values_of_acids_and_bases_in_MeCN_DCE_DMSO_H2O_THF_C7_DME.pdf,1493-13-6,trifluoromethanesulfonic acid
257,257,name,Picric acid,C1=C(C=C(C(=C1[N+](=O)[O-])O)[N+](=O)[O-])[N+](=O)[O-],DMSO,CS(=O)C,-1.0,pKa_values_of_acids_and_bases_in_MeCN_DCE_DMSO_H2O_THF_C7_DME.pdf,88-89-1,"2,4,6-trinitrophenol"
258,258,name,(C6F5)2CHCN,FC1=C(F)C(=C(C(C#N)C2=C(F)C(=C(F)C(=C2F)F)F)C(=C1F)F)F,DMSO,CS(=O)C,8.0,pKa_values_of_acids_and_bases_in_MeCN_DCE_DMSO_H2O_THF_C7_DME.pdf,Bis(pentafluorophenyl)acetonitrile,"2,2-bis(2,3,4,5,6-pentafluorophenyl)acetonitrile"
259,259,name,(4-CF3-C6F4)(C6F5)CHCN,FC1=C(F)C(=C(C(C#N)C2=C(F)C(=C(C(=C2F)F)C(F)(F)F)F)C(=C1F)F)F,DMSO,CS(=O)C,4.9,pKa_values_of_acids_and_bases_in_MeCN_DCE_DMSO_H2O_THF_C7_DME.pdf,-,"2-(2,3,4,5,6-pentafluorophenyl)-2-[2,3,5,6-tetrafluoro-4-(trifluoromethyl)phenyl]acetonitrile"
260,260,name,(C6H5)(C6F5)CHCN,FC1=C(F)C(=C(C(C#N)C2=CC=CC=C2)C(=C1F)F)F,DMSO,CS(=O)C,12.8,pKa_values_of_acids_and_bases_in_MeCN_DCE_DMSO_H2O_THF_C7_DME.pdf,2-Phenyl-2-(pentafluorophenyl)acetonitrile,"2-(2,3,4,5,6-pentafluorophenyl)-2-phenylacetonitrile"
261,261,name,Saccharin,C1=CC=C2C(=C1)C(=O)NS2(=O)=O,DMSO,CS(=O)C,4.0,pKa_values_of_acids_and_bases_in_MeCN_DCE_DMSO_H2O_THF_C7_DME.pdf,128-44-9,"1,1-dioxo-1,2-benzothiazol-3-one"
262,262,name,"2,4-dinitrophenol",C1=CC(=C(C=C1[N+](=O)[O-])[N+](=O)[O-])O,DMSO,CS(=O)C,5.4,pKa_values_of_acids_and_bases_in_MeCN_DCE_DMSO_H2O_THF_C7_DME.pdf,51-28-5,"2,4-dinitrophenol"
263,263,name,HCl,Cl,DMSO,CS(=O)C,-2.0,pKa_values_of_acids_and_bases_in_MeCN_DCE_DMSO_H2O_THF_C7_DME.pdf,16887-00-6,chloride
264,264,name,HBr,Br,DMSO,CS(=O)C,-6.8,pKa_values_of_acids_and_bases_in_MeCN_DCE_DMSO_H2O_THF_C7_DME.pdf,24959-67-9,bromide
265,265,name,HI,I,DMSO,CS(=O)C,-10.9,pKa_values_of_acids_and_bases_in_MeCN_DCE_DMSO_H2O_THF_C7_DME.pdf,20461-54-5,iodide
266,266,name,HClO4,OCl(=O)(=O)=O,DMSO,CS(=O)C,-14.9,pKa_values_of_acids_and_bases_in_MeCN_DCE_DMSO_H2O_THF_C7_DME.pdf,7601-90-3,perchloric acid
267,267,name,Trifluoromethanesulfonic acid,C(F)(F)(F)S(=O)(=O)O,DMSO,CS(=O)C,-14.3,pKa_values_of_acids_and_bases_in_MeCN_DCE_DMSO_H2O_THF_C7_DME.pdf,1493-13-6,trifluoromethanesulfonic acid
268,268,name,Acetic acid,CC(=O)O,DMSO,CS(=O)C,12.6,pKa_values_of_acids_and_bases_in_MeCN_DCE_DMSO_H2O_THF_C7_DME.pdf,64-19-7,acetic acid
269,269,name,Benzoic acid,C1=CC=C(C=C1)C(=O)O,DMSO,CS(=O)C,11.1,pKa_values_of_acids_and_bases_in_MeCN_DCE_DMSO_H2O_THF_C7_DME.pdf,65-85-0,benzoic acid
270,270,name,Aniline-H+,C1=CC=C(C=C1)[N+],DMSO,CS(=O)C,3.59,pKa_values_of_acids_and_bases_in_MeCN_DCE_DMSO_H2O_THF_C7_DME.pdf,65756-50-5,phenylazanium
271,271,name,Pyridine-H+,C1=CC=[N+]C=C1,DMSO,CS(=O)C,3.45,pKa_values_of_acids_and_bases_in_MeCN_DCE_DMSO_H2O_THF_C7_DME.pdf,16969-45-2,pyridin-1-ium
272,272,name,DBU-H+,C1CCC2=[N+](CC1)CCCN2,DMSO,CS(=O)C,13.9,pKa_values_of_acids_and_bases_in_MeCN_DCE_DMSO_H2O_THF_C7_DME.pdf,-,"2,3,4,6,7,8,9,10-octahydro-1H-pyrimido[1,2-a]azepin-5-ium"
273,273,name,t-BuP1(dma)3-H+,no matches,DMSO,CS(=O)C,15.7,pKa_values_of_acids_and_bases_in_MeCN_DCE_DMSO_H2O_THF_C7_DME.pdf,-,-
274,274,name,Et3N-H+,CC[N+](CC)CC,DMSO,CS(=O)C,9.0,pKa_values_of_acids_and_bases_in_MeCN_DCE_DMSO_H2O_THF_C7_DME.pdf,17440-81-2,triethylazanium
275,275,name,TMG-H+,CN(C)C(=[N+])N(C)C,DMSO,CS(=O)C,13.2,pKa_values_of_acids_and_bases_in_MeCN_DCE_DMSO_H2O_THF_C7_DME.pdf,-,[amino(dimethylamino)methylidene]-dimethylazanium
276,276,name,Picric acid,C1=C(C=C(C(=C1[N+](=O)[O-])O)[N+](=O)[O-])[N+](=O)[O-],H2O,O,0.3,pKa_values_of_acids_and_bases_in_MeCN_DCE_DMSO_H2O_THF_C7_DME.pdf,88-89-1,"2,4,6-trinitrophenol"
277,277,name,Saccharin,C1=CC=C2C(=C1)C(=O)NS2(=O)=O,H2O,O,1.8,pKa_values_of_acids_and_bases_in_MeCN_DCE_DMSO_H2O_THF_C7_DME.pdf,128-44-9,"1,1-dioxo-1,2-benzothiazol-3-one"
278,278,name,"2,4-dinitrophenol",C1=CC(=C(C=C1[N+](=O)[O-])[N+](=O)[O-])O,H2O,O,4.1,pKa_values_of_acids_and_bases_in_MeCN_DCE_DMSO_H2O_THF_C7_DME.pdf,51-28-5,"2,4-dinitrophenol"
279,279,name,HCl,Cl,H2O,O,-5.9,pKa_values_of_acids_and_bases_in_MeCN_DCE_DMSO_H2O_THF_C7_DME.pdf,16887-00-6,chloride
280,280,name,HBr,Br,H2O,O,-8.8,pKa_values_of_acids_and_bases_in_MeCN_DCE_DMSO_H2O_THF_C7_DME.pdf,24959-67-9,bromide
281,281,name,HI,I,H2O,O,-9.5,pKa_values_of_acids_and_bases_in_MeCN_DCE_DMSO_H2O_THF_C7_DME.pdf,20461-54-5,iodide
282,282,name,HClO4,OCl(=O)(=O)=O,H2O,O,-15.2,pKa_values_of_acids_and_bases_in_MeCN_DCE_DMSO_H2O_THF_C7_DME.pdf,7601-90-3,perchloric acid
283,283,name,Trifluoromethanesulfonic acid,C(F)(F)(F)S(=O)(=O)O,H2O,O,-14.7,pKa_values_of_acids_and_bases_in_MeCN_DCE_DMSO_H2O_THF_C7_DME.pdf,1493-13-6,trifluoromethanesulfonic acid
284,284,name,Acetic acid,CC(=O)O,H2O,O,4.75,pKa_values_of_acids_and_bases_in_MeCN_DCE_DMSO_H2O_THF_C7_DME.pdf,64-19-7,acetic acid
285,285,name,Benzoic acid,C1=CC=C(C=C1)C(=O)O,H2O,O,4.25,pKa_values_of_acids_and_bases_in_MeCN_DCE_DMSO_H2O_THF_C7_DME.pdf,65-85-0,benzoic acid
286,286,name,Aniline-H+,C1=CC=C(C=C1)[N+],H2O,O,4.6,pKa_values_of_acids_and_bases_in_MeCN_DCE_DMSO_H2O_THF_C7_DME.pdf,65756-50-5,phenylazanium
287,287,name,Pyridine-H+,C1=CC=[N+]C=C1,H2O,O,5.25,pKa_values_of_acids_and_bases_in_MeCN_DCE_DMSO_H2O_THF_C7_DME.pdf,16969-45-2,pyridin-1-ium
288,288,name,Et3N-H+,CC[N+](CC)CC,H2O,O,10.7,pKa_values_of_acids_and_bases_in_MeCN_DCE_DMSO_H2O_THF_C7_DME.pdf,17440-81-2,triethylazanium
289,289,name,TMG-H+,CN(C)C(=[N+])N(C)C,H2O,O,13.6,pKa_values_of_acids_and_bases_in_MeCN_DCE_DMSO_H2O_THF_C7_DME.pdf,-,[amino(dimethylamino)methylidene]-dimethylazanium
290,290,name,Picric acid,C1=C(C=C(C(=C1[N+](=O)[O-])O)[N+](=O)[O-])[N+](=O)[O-],THF,C1CCOC1,11.84,pKa_values_of_acids_and_bases_in_MeCN_DCE_DMSO_H2O_THF_C7_DME.pdf,88-89-1,"2,4,6-trinitrophenol"
291,291,name,"2,4-dinitrophenol",C1=CC(=C(C=C1[N+](=O)[O-])[N+](=O)[O-])O,THF,C1CCOC2,16.94,pKa_values_of_acids_and_bases_in_MeCN_DCE_DMSO_H2O_THF_C7_DME.pdf,-,-
292,292,name,HClO4,OCl(=O)(=O)=O,THF,C1CCOC3,7.57,pKa_values_of_acids_and_bases_in_MeCN_DCE_DMSO_H2O_THF_C7_DME.pdf,7601-90-3,perchloric acid
293,293,name,Trifluoromethanesulfonic acid,C(F)(F)(F)S(=O)(=O)O,THF,C1CCOC4,7.83,pKa_values_of_acids_and_bases_in_MeCN_DCE_DMSO_H2O_THF_C7_DME.pdf,1493-13-6,trifluoromethanesulfonic acid
294,294,name,Acetic acid,CC(=O)O,THF,C1CCOC5,22.48,pKa_values_of_acids_and_bases_in_MeCN_DCE_DMSO_H2O_THF_C7_DME.pdf,-,-
295,295,name,Benzoic acid,C1=CC=C(C=C1)C(=O)O,THF,C1CCOC6,25.11,pKa_values_of_acids_and_bases_in_MeCN_DCE_DMSO_H2O_THF_C7_DME.pdf,-,-
296,296,name,Aniline-H+,C1=CC=C(C=C1)[N+],THF,C1CCOC7,5.2,pKa_values_of_acids_and_bases_in_MeCN_DCE_DMSO_H2O_THF_C7_DME.pdf,65756-50-5,phenylazanium
297,297,name,Pyridine-H+,C1=CC=[N+]C=C1,THF,C1CCOC8,5.5,pKa_values_of_acids_and_bases_in_MeCN_DCE_DMSO_H2O_THF_C7_DME.pdf,16969-45-2,pyridin-1-ium
298,298,name,DBU-H+,C1CCC2=[N+](CC1)CCCN2,THF,C1CCOC9,16.6,pKa_values_of_acids_and_bases_in_MeCN_DCE_DMSO_H2O_THF_C7_DME.pdf,-,"2,3,4,6,7,8,9,10-octahydro-1H-pyrimido[1,2-a]azepin-5-ium"
299,299,name,TBD-H+,C1CNC2=[NH+]CCCN2C1,THF,C1CCOC10,19.4,pKa_values_of_acids_and_bases_in_MeCN_DCE_DMSO_H2O_THF_C7_DME.pdf,-,"1,2,3,4,6,7,8,9-octahydropyrimido[1,2-a]pyrimidin-5-ium"
300,300,name,t-BuP1(dma)3-H+,no matches,THF,C1CCOC11,18.8,pKa_values_of_acids_and_bases_in_MeCN_DCE_DMSO_H2O_THF_C7_DME.pdf,-,-
301,301,name,t-BuP1(pyrr)3-H+,no matches,THF,C1CCOC12,20.2,pKa_values_of_acids_and_bases_in_MeCN_DCE_DMSO_H2O_THF_C7_DME.pdf,-,-
302,302,name,Et3N-H+,CC[N+](CC)CC,THF,C1CCOC13,12.5,pKa_values_of_acids_and_bases_in_MeCN_DCE_DMSO_H2O_THF_C7_DME.pdf,17440-81-2,triethylazanium
303,303,name,TMG-H+,CN(C)C(=[N+])N(C)C,THF,C1CCOC14,15.5,pKa_values_of_acids_and_bases_in_MeCN_DCE_DMSO_H2O_THF_C7_DME.pdf,-,[amino(dimethylamino)methylidene]-dimethylazanium
304,304,name,(2-C10F7)2CHCN,FC1=C(F)C2=C(C(=C1F)F)C(=C(C(C#N)C3=C(F)C4=C(F)C(=C(F)C(=C4C(=C3F)F)F)F)C(=C2F)F)F,Heptane,CCCCCCC,-0.68,pKa_values_of_acids_and_bases_in_MeCN_DCE_DMSO_H2O_THF_C7_DME.pdf,-,"2,2-bis(1,3,4,5,6,7,8-heptafluoronaphthalen-2-yl)acetonitrile"
305,305,name,(C6F5)2CHCN,FC1=C(F)C(=C(C(C#N)C2=C(F)C(=C(F)C(=C2F)F)F)C(=C1F)F)F,Heptane,CCCCCCC,1.8,pKa_values_of_acids_and_bases_in_MeCN_DCE_DMSO_H2O_THF_C7_DME.pdf,Bis(pentafluorophenyl)acetonitrile,"2,2-bis(2,3,4,5,6-pentafluorophenyl)acetonitrile"
306,306,name,9-C6F5-Octafluorofluorene,FC1=C(F)C(=C(C2C3=C(C(=C(F)C(=C3F)F)F)C4=C2C(=C(F)C(=C4F)F)F)C(=C1F)F)F,Heptane,CCCCCCC,0.0,pKa_values_of_acids_and_bases_in_MeCN_DCE_DMSO_H2O_THF_C7_DME.pdf,63264-80-2,"1,2,3,4,5,6,7,8-octafluoro-9-(2,3,4,5,6-pentafluorophenyl)-9H-fluorene"
307,307,name,(4-CF3-C6F4)(C6F5)CHCN,FC1=C(F)C(=C(C(C#N)C2=C(F)C(=C(C(=C2F)F)C(F)(F)F)F)C(=C1F)F)F,Heptane,CCCCCCC,-1.39,pKa_values_of_acids_and_bases_in_MeCN_DCE_DMSO_H2O_THF_C7_DME.pdf,-,"2-(2,3,4,5,6-pentafluorophenyl)-2-[2,3,5,6-tetrafluoro-4-(trifluoromethyl)phenyl]acetonitrile"
308,308,name,(C6F5)2CHCN,FC1=C(F)C(=C(C(C#N)C2=C(F)C(=C(F)C(=C2F)F)F)C(=C1F)F)F,DME,COCCOC.COCCOC,6.4,pKa_values_of_acids_and_bases_in_MeCN_DCE_DMSO_H2O_THF_C7_DME.pdf,Bis(pentafluorophenyl)acetonitrile,"2,2-bis(2,3,4,5,6-pentafluorophenyl)acetonitrile"
309,309,name,9-C6F5-Octafluorofluorene,FC1=C(F)C(=C(C2C3=C(C(=C(F)C(=C3F)F)F)C4=C2C(=C(F)C(=C4F)F)F)C(=C1F)F)F,DME,COCCOC.COCCOC,5.3,pKa_values_of_acids_and_bases_in_MeCN_DCE_DMSO_H2O_THF_C7_DME.pdf,63264-80-2,"1,2,3,4,5,6,7,8-octafluoro-9-(2,3,4,5,6-pentafluorophenyl)-9H-fluorene"
310,310,name,(4-CF3-C6F4)(C6F5)CHCN,FC1=C(F)C(=C(C(C#N)C2=C(F)C(=C(C(=C2F)F)C(F)(F)F)F)C(=C1F)F)F,DME,COCCOC.COCCOC,3.9,pKa_values_of_acids_and_bases_in_MeCN_DCE_DMSO_H2O_THF_C7_DME.pdf,-,"2-(2,3,4,5,6-pentafluorophenyl)-2-[2,3,5,6-tetrafluoro-4-(trifluoromethyl)phenyl]acetonitrile"
311,311,name,(C6H5)(C6F5)CHCN,FC1=C(F)C(=C(C(C#N)C2=CC=CC=C2)C(=C1F)F)F,DME,COCCOC.COCCOC,11.8,pKa_values_of_acids_and_bases_in_MeCN_DCE_DMSO_H2O_THF_C7_DME.pdf,2-Phenyl-2-(pentafluorophenyl)acetonitrile,"2-(2,3,4,5,6-pentafluorophenyl)-2-phenylacetonitrile"
312,312,name,2-Cl-C7H4P1(pyrr),no matches,MeCN,CC#N,20.17,pKa_values_of_nitrogen_heterocycles.pdf,-,-
313,313,name,"Quino[7,8-h]quinoline",C1=CC2=C(C3=C(C=C2)C=CC4=C3N=CC=C4)N=C1,MeCN,CC#N,19.61,pKa_values_of_nitrogen_heterocycles.pdf,-,"quinolino[7,8-h]quinoline"
314,314,name,"2,5-Cl2-C6H3P1(pyrr)",no matches,MeCN,CC#N,18.52,pKa_values_of_nitrogen_heterocycles.pdf,-,-
315,315,name,4-NO2-C6H4P1(pyrr),no matches,MeCN,CC#N,18.51,pKa_values_of_nitrogen_heterocycles.pdf,-,-
316,316,name,"2,3-diaminopyridine",C1=CC(=C(N=C1)N)N,MeCN,CC#N,15.24,pKa_values_of_nitrogen_heterocycles.pdf,452-58-4,"pyridine-2,3-diamine"
317,317,name,Imidazole,C1=CN=CN1,MeCN,CC#N,15.05,pKa_values_of_nitrogen_heterocycles.pdf,-,-
318,318,name,"2,4-dinitroC6H3P1(pyrr)",no matches,MeCN,CC#N,14.88,pKa_values_of_nitrogen_heterocycles.pdf,-,-
319,319,name,"2,6-diaminoPyridine",C1=CC(=NC(=C1)N)N,MeCN,CC#N,14.77,pKa_values_of_nitrogen_heterocycles.pdf,141-86-6,"pyridine-2,6-diamine"
320,320,name,"2,6-Cl2-4-NO2-C6H2P1(pyrr)",no matches,MeCN,CC#N,14.43,pKa_values_of_nitrogen_heterocycles.pdf,-,-
321,321,name,"2,6-Cl2-4-NO2-C6H2P1(pyrr)",no matches,MeCN,CC#N,14.13,pKa_values_of_nitrogen_heterocycles.pdf,-,-
322,322,name,"2,6-NO2-C6H3P1(pyrr)",no matches,MeCN,CC#N,14.12,pKa_values_of_nitrogen_heterocycles.pdf,-,-
323,323,name,Phenanthroline,C1=CC2=C(C3=C(C=CC=N3)C=C2)N=C1,MeCN,CC#N,13.68,pKa_values_of_nitrogen_heterocycles.pdf,66-71-7,"1,10-phenanthroline"
324,324,name,Benzimidazole,C1=CC=C2C(=C1)NC=N2,MeCN,CC#N,13.52,pKa_values_of_nitrogen_heterocycles.pdf,-,-
325,325,name,2-methylpyridine,CC1=CC=CC=N1,MeCN,CC#N,13.32,pKa_values_of_nitrogen_heterocycles.pdf,-,-
326,326,name,Isoquinoline,C1=CC=C2C=NC=CC2=C1,MeCN,CC#N,12.69,pKa_values_of_nitrogen_heterocycles.pdf,119-65-3,isoquinoline
327,327,name,Acridine,C1=CC=C2C(=C1)C=C3C=CC=CC3=N2,MeCN,CC#N,12.67,pKa_values_of_nitrogen_heterocycles.pdf,-,-
328,328,name,Pyridine,C1=CC=NC=C1,MeCN,CC#N,12.53,pKa_values_of_nitrogen_heterocycles.pdf,-,-
329,329,name,Thiabendazole,C1=CC=C2C(=C1)NC(=N2)C3=CSC=N3,MeCN,CC#N,12.42,pKa_values_of_nitrogen_heterocycles.pdf,-,-
330,330,name,"2,2'-Bipyridine",C1=CC=NC(=C1)C2=CC=CC=N2,MeCN,CC#N,12.26,pKa_values_of_nitrogen_heterocycles.pdf,366-18-7,2-pyridin-2-ylpyridine
331,331,name,Carbendazim,COC(=O)NC1=NC2=CC=CC=C2N1,MeCN,CC#N,12.24,pKa_values_of_nitrogen_heterocycles.pdf,-,-
332,332,name,Quinoline,C1=CC=C2C(=C1)C=CC=N2,MeCN,CC#N,11.96,pKa_values_of_nitrogen_heterocycles.pdf,-,-
333,333,name,"5,6-Benzoquinoline",C1=CC=C2C(=C1)C=CC3=C2C=CC=N3,MeCN,CC#N,11.96,pKa_values_of_nitrogen_heterocycles.pdf,85-02-9,benzo[f]quinoline
