Solute SMILES,Solvent SMILES,Solute CAS,Solute IUPAC,pKa (avg),pKa (all),Source (all)
C1=C(C=C(C(=C1[N+](=O)[O-])NC2=C(C=C(C=C2[N+](=O)[O-])[N+](=O)[O-])[N+](=O)[O-])[N+](=O)[O-])[N+](=O)[O-],CN(C)C=O,131-73-7,"2,4,6-trinitro-N-(2,4,6-trinitrophenyl)aniline",1.28,[1.28],['Ejoc202001649-sup-00001-misc_information.pdf']
C1=C(C=C(C(=C1[N+](=O)[O-])NC2=C(C=C(C=C2[N+](=O)[O-])[N+](=O)[O-])[N+](=O)[O-])[N+](=O)[O-])[N+](=O)[O-],O,131-73-7,"2,4,6-trinitro-N-(2,4,6-trinitrophenyl)aniline",2.63,[2.63],['Ejoc202001649-sup-00001-misc_information.pdf']
C1=C(C=C(C(=C1[N+](=O)[O-])O)[N+](=O)[O-])[N+](=O)[O-],CC#N,88-89-1,"2,4,6-trinitrophenol",11,"[11.0, 11.0, 11.0, 11.0, 11.0, 11.0, 11.0]","['MeCN_Acids_COSMO-RS_2008_Table.pdf', 'pKa_values_of_acids_and_bases_in_MeCN_DCE_DMSO_H2O_THF_C7_DME.pdf', 'DCE_2011_pKa_Table_MeCN.pdf', 'a_unified_view_to_bronsted_acidity_scales.pdf', 'pKa_values_of_acids_in_acetonitrile.pdf', 'Ejoc202001649-sup-00001-misc_information.pdf', 'leito_acids']"
C1=C(C=C(C(=C1[N+](=O)[O-])O)[N+](=O)[O-])[N+](=O)[O-],CN(C)C=O,88-89-1,"2,4,6-trinitrophenol",1.1,[1.1],['Ejoc202001649-sup-00001-misc_information.pdf']
C1=C(C=C(C(=C1[N+](=O)[O-])O)[N+](=O)[O-])[N+](=O)[O-],C1CCOC1,88-89-1,"2,4,6-trinitrophenol",11.84,[11.84],['pKa_values_of_acids_and_bases_in_MeCN_DCE_DMSO_H2O_THF_C7_DME.pdf']
C1=C(C=C(C(=C1[N+](=O)[O-])O)[N+](=O)[O-])[N+](=O)[O-],O,88-89-1,"2,4,6-trinitrophenol",0.35,"[0.3, 0.4]","['pKa_values_of_acids_and_bases_in_MeCN_DCE_DMSO_H2O_THF_C7_DME.pdf', 'Ejoc202001649-sup-00001-misc_information.pdf']"
C1=C(C=C(C(=C1[N+](=O)[O-])O)[N+](=O)[O-])[N+](=O)[O-],C(CCl)Cl,88-89-1,"2,4,6-trinitrophenol",44.86666667,"[44.6, 45.0, 45.0]","['pKa_values_of_acids_and_bases_in_MeCN_DCE_DMSO_H2O_THF_C7_DME.pdf', 'Ejoc202001649-sup-00001-misc_information.pdf', 'leito_acids']"
C1=C(C=C(C(=C1[N+](=O)[O-])O)[N+](=O)[O-])[N+](=O)[O-],CS(=O)C,88-89-1,"2,4,6-trinitrophenol",-1.33,"[-1.0, -1.09, -1.9]","['pKa_values_of_acids_and_bases_in_MeCN_DCE_DMSO_H2O_THF_C7_DME.pdf', 'a_unified_view_to_bronsted_acidity_scales.pdf', 'Ejoc202001649-sup-00001-misc_information.pdf']"
C1=C(C=C(C(=C1[N+](=O)[O-])O)[N+](=O)[O-])Cl,CC#N,88-87-9,"4-chloro-2,6-dinitrophenol",15.3,[15.3],['MeCN_Acids_COSMO-RS_2008_Table.pdf']
C1=C(C=C(C(=C1[N+](=O)[O-])O)[N+](=O)[O-])F,CC#N,364-32-9,"4-fluoro-2,6-dinitrophenol",16.17,"[16.17, 16.17]","['pKa_values_of_acids_in_acetonitrile.pdf', 'Ejoc202001649-sup-00001-misc_information.pdf']"
C1=C(C=C(C(=C1[N+](=O)[O-])O)Cl)[N+](=O)[O-],O,946-31-6,"2-chloro-4,6-dinitrophenol",2.01,[2.01],['Ejoc202001649-sup-00001-misc_information.pdf']
C1=C(C=C(C(=C1[N+](=O)[O-])O)Cl)[N+](=O)[O-],CC#N,946-31-6,"2-chloro-4,6-dinitrophenol",14.23,"[14.23, 14.23]","['pKa_values_of_acids_in_acetonitrile.pdf', 'Ejoc202001649-sup-00001-misc_information.pdf']"
C1=C(C=C(C(=C1[N+](=O)[O-])S(=O)(=O)O)[N+](=O)[O-])[N+](=O)[O-],C(CCl)Cl,2508-19-2,"2,4,6-trinitrobenzenesulfonic acid",33.6,[33.6],['leito_acids']
C1=C(C=C(C(=C1Br)O)Br)Br,O,118-79-6,"2,4,6-tribromophenol",6.1,[6.1],['Ejoc202001649-sup-00001-misc_information.pdf']
C1=C(C=C(C(=C1Br)O)Br)Br,CS(=O)C,118-79-6,"2,4,6-tribromophenol",8.7,[8.7],['Ejoc202001649-sup-00001-misc_information.pdf']
C1=C(C=C(C(=C1Br)O)Br)Br,CC#N,118-79-6,"2,4,6-tribromophenol",20.345,"[20.35, 20.34, 20.34, 20.35]","['MeCN_Acids_COSMO-RS_2008_Table.pdf', 'pKa_values_of_acids_in_acetonitrile.pdf', 'Ejoc202001649-sup-00001-misc_information.pdf', 'leito_acids']"
C1=C(C=C(C(=C1Cl)Cl)Cl)O,CC#N,609-19-8,"3,4,5-trichlorophenol",22.5,[22.5],['MeCN_Acids_COSMO-RS_2008_Table.pdf']
C1=C(C=C(C(=C1Cl)O)Cl)Cl,CC#N,88-06-2,"2,4,6-trichlorophenol",22.5,[22.5],['MeCN_Acids_COSMO-RS_2008_Table.pdf']
C1=C(C=C(C(=C1S(=O)(=O)C(F)(F)F)O)S(=O)(=O)C(F)(F)F)S(=O)(=O)C(F)(F)F,CC#N,71571-37-4,"2,4,6-tris(trifluoromethylsulfonyl)phenol",4.47,"[4.48, 4.48, 4.44, 4.48]","['DCE_2011_pKa_Table_MeCN.pdf', 'a_unified_view_to_bronsted_acidity_scales.pdf', 'pKa_values_of_acids_in_acetonitrile.pdf', 'leito_acids']"
C1=C(C=C(C(=C1S(=O)(=O)C(F)(F)F)O)S(=O)(=O)C(F)(F)F)S(=O)(=O)C(F)(F)F,C(CCl)Cl,71571-37-4,"2,4,6-tris(trifluoromethylsulfonyl)phenol",38.4,[38.4],['leito_acids']
C1=C(C=C(C(=C1S(=O)(=O)F)O)S(=O)(=O)F)S(=O)(=O)F,C(CCl)Cl,882492-01-5,"2-hydroxybenzene-1,3,5-trisulfonyl fluoride",39,[39.0],['leito_acids']
C1=C(C=C(C(=C1S(=O)(=O)F)O)S(=O)(=O)F)S(=O)(=O)F,CC#N,882492-01-5,"2-hydroxybenzene-1,3,5-trisulfonyl fluoride",5.2425,"[5.25, 5.25, 5.22, 5.25]","['DCE_2011_pKa_Table_MeCN.pdf', 'a_unified_view_to_bronsted_acidity_scales.pdf', 'pKa_values_of_acids_in_acetonitrile.pdf', 'leito_acids']"
C1=C(C=C(C=C1[N+](=O)[O-])[N+](=O)[O-])C(=O)O,CC#N,99-34-3,"3,5-dinitrobenzoic acid",17,[17.0],['MeCN_Acids_COSMO-RS_2008_Table.pdf']
C1=C(C=C(C=C1[N+](=O)[O-])O)[N+](=O)[O-],CC#N,586-11-8,"3,5-dinitrophenol",20.5,[20.5],['MeCN_Acids_COSMO-RS_2008_Table.pdf']
C1=C(C=C(C=C1C(F)(F)F)C(F)(F)F)CS(=O)(=O)C(F)(F)F,CC#N,434957-15-0,"1,3-bis(trifluoromethyl)-5-(trifluoromethylsulfonylmethyl)benzene",22.84,[22.84],['Ejoc202001649-sup-00001-misc_information.pdf']
C1=C(C=C(C=C1C(F)(F)F)O)C(F)(F)F,O,349-58-6,"3,5-bis(trifluoromethyl)phenol",8.03,[8.03],['Ejoc202001649-sup-00001-misc_information.pdf']
C1=C(C=C(C=C1C(F)(F)F)O)C(F)(F)F,CS(=O)C,349-58-6,"3,5-bis(trifluoromethyl)phenol",13.2,[13.2],['Ejoc202001649-sup-00001-misc_information.pdf']
C1=C(C=C(C=C1C(F)(F)F)O)C(F)(F)F,CC#N,349-58-6,"3,5-bis(trifluoromethyl)phenol",23.79,"[23.78, 23.8, 23.8, 23.78]","['MeCN_Acids_COSMO-RS_2008_Table.pdf', 'pKa_values_of_acids_in_acetonitrile.pdf', 'Ejoc202001649-sup-00001-misc_information.pdf', 'leito_acids']"
C1=C(C=C(C=C1Cl)Cl)C(=O)O,CC#N,51-36-5,"3,5-dichlorobenzoic acid",18.7,[18.7],['MeCN_Acids_COSMO-RS_2008_Table.pdf']
C1=C(C=C(C=C1Cl)Cl)O,CC#N,591-35-5,"3,5-dichlorophenol",23.3,[23.3],['MeCN_Acids_COSMO-RS_2008_Table.pdf']
C1=C(C=C2C(=C1[N+](=O)[O-])NC3=C(C=C(C=C3O2)[N+](=O)[O-])[N+](=O)[O-])[N+](=O)[O-],CC#N,24050-28-0,"1,3,7,9-tetranitro-10H-phenoxazine",18.8,[18.8],['MeCN_Acids_COSMO-RS_2008_Table.pdf']
C1=C[NH+]=CN=C1,CC#N,-,pyrimidin-1-ium,8.72,"[8.72, 8.72]","['pKa_values_of_nitrogen_heterocycles.pdf', 'Bases_pKa_values_MeCN_DMSO_THF_Water.pdf']"
C1=C[NH+]=CN=C1,C1CCOC1,-,pyrimidin-1-ium,2.4,[2.4],['Bases_pKa_values_MeCN_DMSO_THF_Water.pdf']
C1=C[NH+]=CN=C1,O,-,pyrimidin-1-ium,1.3,"[1.3, 1.3]","['pKa_values_of_nitrogen_heterocycles.pdf', 'Bases_pKa_values_MeCN_DMSO_THF_Water.pdf']"
C1=C[NH+]=CN=C1,CS(=O)C,-,pyrimidin-1-ium,0.55,[0.55],['Bases_pKa_values_MeCN_DMSO_THF_Water.pdf']
C1=C[NH2+]C(=O)NC1=O,CC#N,,"1H-pyrimidin-1-ium-2,4-dione",3.38,[3.38],['pKa_values_of_nitrogen_heterocycles.pdf']
C1=C[NH2+]C(=O)NC1=O,O,,"1H-pyrimidin-1-ium-2,4-dione",0.5,[0.5],['pKa_values_of_nitrogen_heterocycles.pdf']
C1=CC(=[NH+]C(=C1)N)N,CC#N,,"pyridin-1-ium-2,6-diamine",14.77,[14.77],['pKa_values_of_nitrogen_heterocycles.pdf']
C1=CC(=C([NH+]=C1)N)N,CC#N,,"pyridin-1-ium-2,3-diamine",15.24,[15.24],['pKa_values_of_nitrogen_heterocycles.pdf']
C1=CC(=C(C(=C1)[N+](=O)[O-])C(=O)O)[N+](=O)[O-],CC#N,603-12-3,"2,6-dinitrobenzoic acid",15.8,[15.8],['MeCN_Acids_COSMO-RS_2008_Table.pdf']
C1=CC(=C(C(=C1)[N+](=O)[O-])O)[N+](=O)[O-],CC#N,573-56-8,"2,6-dinitrophenol",16.74,"[16.74, 16.74]","['pKa_values_of_acids_in_acetonitrile.pdf', 'Ejoc202001649-sup-00001-misc_information.pdf']"
C1=CC(=C(C(=C1)[N+](=O)[O-])O)[N+](=O)[O-],CN(C)C=O,573-56-8,"2,6-dinitrophenol",6.18,[6.18],['Ejoc202001649-sup-00001-misc_information.pdf']
C1=CC(=C(C(=C1)[N+](=O)[O-])O)[N+](=O)[O-],O,573-56-8,"2,6-dinitrophenol",3.7,[3.7],['Ejoc202001649-sup-00001-misc_information.pdf']
C1=CC(=C(C(=C1)[N+](=O)[O-])O)[N+](=O)[O-],CS(=O)C,573-56-8,"2,6-dinitrophenol",4.9,[4.9],['Ejoc202001649-sup-00001-misc_information.pdf']
C1=CC(=C(C(=C1)Cl)C(=O)O)Cl,CC#N,50-30-6,"2,6-dichlorobenzoic acid",17.6,[17.6],['MeCN_Acids_COSMO-RS_2008_Table.pdf']
C1=CC(=C(C(=C1)O)C(=O)O)O,CC#N,303-07-1,"2,6-dihydroxybenzoic acid",12.6,[12.6],['MeCN_Acids_COSMO-RS_2008_Table.pdf']
C1=CC(=C(C=C1[N+](=O)[O-])[N+](=O)[O-])C(=O)O,CC#N,610-30-0,"2,4-dinitrobenzoic acid",16.1,[16.1],['MeCN_Acids_COSMO-RS_2008_Table.pdf']
C1=CC(=C(C=C1[N+](=O)[O-])[N+](=O)[O-])O,CN(C)C=O,51-28-5,"2,4-dinitrophenol",6.33,[6.33],['Ejoc202001649-sup-00001-misc_information.pdf']
C1=CC(=C(C=C1[N+](=O)[O-])[N+](=O)[O-])O,C1CCOC1,51-28-5,"2,4-dinitrophenol",16.94,[16.94],['pKa_values_of_acids_and_bases_in_MeCN_DCE_DMSO_H2O_THF_C7_DME.pdf']
C1=CC(=C(C=C1[N+](=O)[O-])[N+](=O)[O-])O,O,51-28-5,"2,4-dinitrophenol",4.1,"[4.1, 4.1]","['pKa_values_of_acids_and_bases_in_MeCN_DCE_DMSO_H2O_THF_C7_DME.pdf', 'Ejoc202001649-sup-00001-misc_information.pdf']"
C1=CC(=C(C=C1[N+](=O)[O-])[N+](=O)[O-])O,CS(=O)C,51-28-5,"2,4-dinitrophenol",5.25,"[5.4, 5.1]","['pKa_values_of_acids_and_bases_in_MeCN_DCE_DMSO_H2O_THF_C7_DME.pdf', 'Ejoc202001649-sup-00001-misc_information.pdf']"
C1=CC(=C(C=C1[N+](=O)[O-])[N+](=O)[O-])O,CC#N,51-28-5,"2,4-dinitrophenol",16.656,"[16.66, 16.66, 16.65, 16.65, 16.66]","['MeCN_Acids_COSMO-RS_2008_Table.pdf', 'pKa_values_of_acids_and_bases_in_MeCN_DCE_DMSO_H2O_THF_C7_DME.pdf', 'pKa_values_of_acids_in_acetonitrile.pdf', 'Ejoc202001649-sup-00001-misc_information.pdf', 'leito_acids']"
C1=CC(=C(C=C1[N+](=O)[O-])[N+](=O)[O-])S(=O)(=O)O,C(CCl)Cl,89-02-1,"2,4-dinitrobenzenesulfonic acid",36,"[36.0, 36.0]","['Ejoc202001649-sup-00001-misc_information.pdf', 'leito_acids']"
C1=CC(=C(C=C1[N+](=O)[O-])[N+](=O)[O-])S(=O)(=O)O,CC#N,89-02-1,"2,4-dinitrobenzenesulfonic acid",3.98,"[3.99, 3.96, 3.99]","['DCE_2011_pKa_Table_MeCN.pdf', 'Ejoc202001649-sup-00001-misc_information.pdf', 'leito_acids']"
C1=CC(=C(C=C1[N+](=O)[O-])Cl)[NH3+],CC#N,-,(2-chloro-4-nitrophenyl)azanium,3.66,[3.66],['pKa_values_of_nitrogen_heterocycles.pdf']
C1=CC(=C(C=C1[NH3+])[N+](=O)[O-])F,CC#N,,(4-fluoro-3-nitrophenyl)azanium,7.67,[7.67],['pKa_values_of_nitrogen_heterocycles.pdf']
C1=CC(=C(C=C1C(=O)O)[N+](=O)[O-])Cl,CC#N,96-99-1,4-chloro-3-nitrobenzoic acid,18.5,[18.5],['MeCN_Acids_COSMO-RS_2008_Table.pdf']
C1=CC(=C(C=C1C(=O)O)Cl)Cl,CC#N,51-44-5,"3,4-dichlorobenzoic acid",19,[19.0],['MeCN_Acids_COSMO-RS_2008_Table.pdf']
C1=CC(=C(C=C1Cl)[N+](=O)[O-])[NH3+],CC#N,,(4-chloro-2-nitrophenyl)azanium,3.8,[3.8],['pKa_values_of_nitrogen_heterocycles.pdf']
C1=CC(=C(C=C1Cl)[NH3+])Cl,CC#N,,"(2,5-dichlorophenyl)azanium",5.635,"[6.21, 5.06]","['pKa_values_of_nitrogen_heterocycles.pdf', 'pKa_values_of_nitrogen_heterocycles.pdf']"
C1=CC(=C(C=C1Cl)Cl)C(=O)O,CC#N,50-84-0,"2,4-dichlorobenzoic acid",18.4,[18.4],['MeCN_Acids_COSMO-RS_2008_Table.pdf']
C1=CC(=C(C=C1Cl)S(=O)(=O)O)Cl,CC#N,88-42-6,"2,5-dichlorobenzenesulfonic acid",6.2,[6.2],['MeCN_Acids_COSMO-RS_2008_Table.pdf']
C1=CC(=C(C=C1F)F)[NH3+],CC#N,,"(2,4-difluorophenyl)azanium",8.39,[8.39],['pKa_values_of_nitrogen_heterocycles.pdf']
C1=CC(=C(C=C1O)[N+](=O)[O-])[N+](=O)[O-],CC#N,577-71-9,"3,4-dinitrophenol",17.9,[17.9],['MeCN_Acids_COSMO-RS_2008_Table.pdf']
C1=CC(=C(C=C1O)C(F)(F)F)[N+](=O)[O-],CC#N,88-30-2,4-nitro-3-(trifluoromethyl)phenol,19.3,[19.3],['MeCN_Acids_COSMO-RS_2008_Table.pdf']
C1=CC(=C(C=C1O)Cl)[N+](=O)[O-],CC#N,491-11-2,3-chloro-4-nitrophenol,19.9,[19.9],['MeCN_Acids_COSMO-RS_2008_Table.pdf']
C1=CC(=C(C=C1O)Cl)Cl,CC#N,95-77-2,"3,4-dichlorophenol",24,[24.0],['MeCN_Acids_COSMO-RS_2008_Table.pdf']
C1=CC(=C(C=C1S(=O)(=O)N)Cl)Cl,CC#N,23815-28-3,"3,4-dichlorobenzenesulfonamide",23.29,[23.29],['MeCN_Acids_COSMO-RS_2008_Table.pdf']
C1=CC(=C[NH+]=C1)Cl,CC#N,,3-chloropyridin-1-ium,9.55,[9.55],['pKa_values_of_nitrogen_heterocycles.pdf']
C1=CC(=C2C(=C1)OC3=CC(=CC(=C3N2)[N+](=O)[O-])[N+](=O)[O-])[N+](=O)[O-],CC#N,24050-30-4,"1,3,9-trinitro-10H-phenoxazine",21.9,[21.9],['MeCN_Acids_COSMO-RS_2008_Table.pdf']
C1=CC(=CC(=C1)[N+](=O)[O-])C(=O)O,CC#N,121-92-6,3-nitrobenzoic acid,19.2,[19.2],['MeCN_Acids_COSMO-RS_2008_Table.pdf']
C1=CC(=CC(=C1)Br)C(=O)O,CC#N,585-76-2,3-bromobenzoic acid,19.5,[19.5],['MeCN_Acids_COSMO-RS_2008_Table.pdf']
C1=CC(=CC(=C1)C(=O)O)C(=O)O,CC#N,121-91-5,"benzene-1,3-dicarboxylic acid",19.3,[19.3],['MeCN_Acids_COSMO-RS_2008_Table.pdf']
C1=CC(=CC(=C1)C(F)(F)F)C(C#N)C#N,C(CCl)Cl,99726-60-0,2-[3-(trifluoromethyl)phenyl]propanedinitrile,49,"[49.0, 49.0]","['Ejoc202001649-sup-00001-misc_information.pdf', 'leito_acids']"
C1=CC(=CC(=C1)C(F)(F)F)C(C#N)C#N,CC#N,99726-60-0,2-[3-(trifluoromethyl)phenyl]propanedinitrile,14.715,"[14.72, 14.72, 14.7, 14.72]","['MeCN_Acids_COSMO-RS_2008_Table.pdf', 'a_unified_view_to_bronsted_acidity_scales.pdf', 'Ejoc202001649-sup-00001-misc_information.pdf', 'leito_acids']"
C1=CC(=CC(=C1)Cl)O,CC#N,108-43-0,3-chlorophenol,25,[25.0],['MeCN_Acids_COSMO-RS_2008_Table.pdf']
C1=CC(=CC(=C1)Cl)S(=O)(=O)N,CC#N,17260-71-8,3-chlorobenzenesulfonamide,23.8,[23.8],['MeCN_Acids_COSMO-RS_2008_Table.pdf']
C1=CC(=CC(=C1)O)[N+](=O)[O-],CC#N,554-84-7,3-nitrophenol,23.8,[23.8],['MeCN_Acids_COSMO-RS_2008_Table.pdf']
C1=CC(=CC(=C1)O)C(F)(F)F,CN(C)C=O,98-17-9,3-(trifluoromethyl)phenol,15.7,[15.7],['Ejoc202001649-sup-00001-misc_information.pdf']
C1=CC(=CC(=C1)O)C(F)(F)F,O,98-17-9,3-(trifluoromethyl)phenol,9.08,[9.08],['Ejoc202001649-sup-00001-misc_information.pdf']
C1=CC(=CC(=C1)O)C(F)(F)F,CS(=O)C,98-17-9,3-(trifluoromethyl)phenol,15.1,[15.1],['Ejoc202001649-sup-00001-misc_information.pdf']
C1=CC(=CC(=C1)O)C(F)(F)F,CC#N,98-17-9,3-(trifluoromethyl)phenol,26.18,"[24.9, 26.5, 26.5, 26.5, 26.5]","['MeCN_Acids_COSMO-RS_2008_Table.pdf', 'MeCN_Acids_COSMO-RS_2008_Table.pdf', 'pKa_values_of_acids_in_acetonitrile.pdf', 'Ejoc202001649-sup-00001-misc_information.pdf', 'leito_acids']"
C1=CC(=CC(=C1)S(=O)(=O)N)[N+](=O)[O-],O,121-52-8,3-nitrobenzenesulfonamide,9.34,[9.34],['Ejoc202001649-sup-00001-misc_information.pdf']
C1=CC(=CC(=C1)S(=O)(=O)N)[N+](=O)[O-],CS(=O)C,121-52-8,3-nitrobenzenesulfonamide,14.9,[14.9],['Ejoc202001649-sup-00001-misc_information.pdf']
C1=CC(=CC(=C1)S(=O)(=O)N)[N+](=O)[O-],CC#N,121-52-8,3-nitrobenzenesulfonamide,23.79,"[22.95, 24.63]","['MeCN_Acids_COSMO-RS_2008_Table.pdf', 'Ejoc202001649-sup-00001-misc_information.pdf']"
C1=CC(=CC(=C1)S(=O)(=O)N)C(F)(F)F,CS(=O)C,672-58-2,3-(trifluoromethyl)benzenesulfonamide,15.2,[15.2],['Ejoc202001649-sup-00001-misc_information.pdf']
C1=CC(=CC(=C1)S(=O)(=O)N)C(F)(F)F,CC#N,672-58-2,3-(trifluoromethyl)benzenesulfonamide,24.365,"[23.53, 25.2]","['MeCN_Acids_COSMO-RS_2008_Table.pdf', 'Ejoc202001649-sup-00001-misc_information.pdf']"
C1=CC(=CC(=C1)S(=O)(=O)N)C(F)(F)F,CN(C)C=O,672-58-2,3-(trifluoromethyl)benzenesulfonamide,16.01,[16.01],['Ejoc202001649-sup-00001-misc_information.pdf']
C1=CC(=CC(=C1)S(=O)(=O)N)C(F)(F)F,O,672-58-2,3-(trifluoromethyl)benzenesulfonamide,9.69,[9.69],['Ejoc202001649-sup-00001-misc_information.pdf']
C1=CC(=CC(=C1)S(=O)(=O)N)C#N,CC#N,3118-68-1,3-cyanobenzenesulfonamide,23.23,[23.23],['MeCN_Acids_COSMO-RS_2008_Table.pdf']
C1=CC(=CC(=C1)S(=O)(=O)NS(=O)(=O)C2=CC=C(C=C2)Cl)[N+](=O)[O-],CC#N,95468-16-9,N-(4-chlorophenyl)sulfonyl-3-nitrobenzenesulfonamide,9.17,"[9.17, 9.17]","['MeCN_Acids_COSMO-RS_2008_Table.pdf', 'Ejoc202001649-sup-00001-misc_information.pdf']"
C1=CC(=CC(=C1)S(=O)(=O)NS(=O)(=O)C2=CC=C(C=C2)Cl)[N+](=O)[O-],C(CCl)Cl,95468-16-9,N-(4-chlorophenyl)sulfonyl-3-nitrobenzenesulfonamide,42.4,[42.4],['Ejoc202001649-sup-00001-misc_information.pdf']
C1=CC(=CC(=C1)S(=O)(=O)NS(=O)(=O)C2=CC=CC(=C2)[N+](=O)[O-])[N+](=O)[O-],CC#N,116082-80-5,3-nitro-N-(3-nitrophenyl)sulfonylbenzenesulfonamide,8.156666667,"[8.16, 8.16, 8.15]","['pKa_values_of_acids_in_acetonitrile.pdf', 'Ejoc202001649-sup-00001-misc_information.pdf', 'leito_acids']"
C1=CC(=CC(=C1)S(=O)(=O)O)[N+](=O)[O-],CC#N,98-47-5,3-nitrobenzenesulfonic acid,6.615,"[6.65, 6.71, 6.4, 6.7]","['MeCN_Acids_COSMO-RS_2008_Table.pdf', 'DCE_2011_pKa_Table_MeCN.pdf', 'Ejoc202001649-sup-00001-misc_information.pdf', 'leito_acids']"
C1=CC(=CC=C1[N+](=O)[O-])O,CC#N,100-02-7,4-nitrophenol,20.7,[20.7],['MeCN_Acids_COSMO-RS_2008_Table.pdf']
C1=CC(=CC=C1[N+](=O)[O-])S(=O)(=O)N,CC#N,6325-93-5,4-nitrobenzenesulfonamide,23.74,"[22.91, 24.57]","['MeCN_Acids_COSMO-RS_2008_Table.pdf', 'Ejoc202001649-sup-00001-misc_information.pdf']"
C1=CC(=CC=C1[N+](=O)[O-])S(=O)(=O)N,CN(C)C=O,6325-93-5,4-nitrobenzenesulfonamide,15.49,[15.49],['Ejoc202001649-sup-00001-misc_information.pdf']
C1=CC(=CC=C1[N+](=O)[O-])S(=O)(=O)NS(=O)(=O)C(F)(F)F,C(CCl)Cl,174788-91-1,4-nitro-N-(trifluoromethylsulfonyl)benzenesulfonamide,37.1,[37.1],['leito_acids']
C1=CC(=CC=C1[N+](=O)[O-])S(=O)(=O)NS(=O)(=O)C(F)(F)F,CC#N,174788-91-1,4-nitro-N-(trifluoromethylsulfonyl)benzenesulfonamide,4.07,"[4.08, 4.08, 4.04, 4.08]","['DCE_2011_pKa_Table_MeCN.pdf', 'a_unified_view_to_bronsted_acidity_scales.pdf', 'pKa_values_of_acids_in_acetonitrile.pdf', 'leito_acids']"
C1=CC(=CC=C1[N+](=O)[O-])S(=O)(=O)NS(=O)(=O)C2=CC=C(C=C2)[N+](=O)[O-],C(CCl)Cl,7/6/09,4-nitro-N-(4-nitrophenyl)sulfonylbenzenesulfonamide,41.1,"[41.1, 41.1]","['Ejoc202001649-sup-00001-misc_information.pdf', 'leito_acids']"
C1=CC(=CC=C1[N+](=O)[O-])S(=O)(=O)NS(=O)(=O)C2=CC=C(C=C2)[N+](=O)[O-],CC#N,7/6/09,4-nitro-N-(4-nitrophenyl)sulfonylbenzenesulfonamide,8.176666667,"[8.19, 8.19, 8.19, 8.15, 8.15, 8.19]","['MeCN_Acids_COSMO-RS_2008_Table.pdf', 'DCE_2011_pKa_Table_MeCN.pdf', 'a_unified_view_to_bronsted_acidity_scales.pdf', 'pKa_values_of_acids_in_acetonitrile.pdf', 'Ejoc202001649-sup-00001-misc_information.pdf', 'leito_acids']"
C1=CC(=CC=C1[N+](=O)[O-])S(=O)(=O)NS(=O)(=O)C2=CC=C(C=C2)Cl,CC#N,95468-16-9,N-(4-chlorophenyl)sulfonyl-4-nitrobenzenesulfonamide,9.17,"[9.17, 9.17, 9.17, 9.17]","['DCE_2011_pKa_Table_MeCN.pdf', 'a_unified_view_to_bronsted_acidity_scales.pdf', 'pKa_values_of_acids_in_acetonitrile.pdf', 'leito_acids']"
C1=CC(=CC=C1[N+](=O)[O-])S(=O)(=O)NS(=O)(=O)C2=CC=C(C=C2)Cl,C(CCl)Cl,95468-16-9,N-(4-chlorophenyl)sulfonyl-4-nitrobenzenesulfonamide,42.4,[42.4],['leito_acids']
C1=CC(=CC=C1[N+](=O)[O-])S(=O)(=O)O,CC#N,138-42-1,4-nitrobenzenesulfonic acid,6.4,"[6.6, 6.4, 6.3, 6.3, 6.4]","['MeCN_Acids_COSMO-RS_2008_Table.pdf', 'DCE_2011_pKa_Table_MeCN.pdf', 'pKa_values_of_acids_in_acetonitrile.pdf', 'Ejoc202001649-sup-00001-misc_information.pdf', 'leito_acids']"
C1=CC(=CC=C1[NH3+])[N+](=O)[O-],CC#N,,(4-nitrophenyl)azanium,6.22,[6.22],['pKa_values_of_nitrogen_heterocycles.pdf']
C1=CC(=CC=C1[NH3+])Br,CC#N,,(4-bromophenyl)azanium,9.43,[9.43],['pKa_values_of_nitrogen_heterocycles.pdf']
C1=CC(=CC=C1C(=NS(=O)(=O)C(F)(F)F)NS(=O)(=O)C(F)(F)F)[N+](=O)[O-],CC#N,500721-97-1,"4-nitro-N,N'-bis(trifluoromethylsulfonyl)benzenecarboximidamide",4.656666667,"[4.67, 4.63, 4.67]","['DCE_2011_pKa_Table_MeCN.pdf', 'pKa_values_of_acids_in_acetonitrile.pdf', 'leito_acids']"
C1=CC(=CC=C1C(=NS(=O)(=O)C(F)(F)F)NS(=O)(=O)C(F)(F)F)[N+](=O)[O-],C(CCl)Cl,500721-97-1,"4-nitro-N,N'-bis(trifluoromethylsulfonyl)benzenecarboximidamide",31.7,[31.7],['leito_acids']
C1=CC(=CC=C1C(=NS(=O)(=O)C(F)(F)F)NS(=O)(=O)C(F)(F)F)Cl,CC#N,500721-95-9,"4-chloro-N,N'-bis(trifluoromethylsulfonyl)benzenecarboximidamide",5.226666667,"[5.24, 5.2, 5.24]","['DCE_2011_pKa_Table_MeCN.pdf', 'pKa_values_of_acids_in_acetonitrile.pdf', 'leito_acids']"
C1=CC(=CC=C1C(=NS(=O)(=O)C(F)(F)F)NS(=O)(=O)C(F)(F)F)Cl,C(CCl)Cl,500721-95-9,"4-chloro-N,N'-bis(trifluoromethylsulfonyl)benzenecarboximidamide",32.7,[32.7],['leito_acids']
